 ,Production (W),Consumption (W)
2022-01-08 00:00,0,514
2022-01-08 00:15,0,486
2022-01-08 00:30,0,478
2022-01-08 00:45,0,463
2022-01-08 01:00,0,461
2022-01-08 01:15,0,551
2022-01-08 01:30,0,478
2022-01-08 01:45,0,399
2022-01-08 02:00,0,472
2022-01-08 02:15,0,554
2022-01-08 02:30,0,542
2022-01-08 02:45,0,461
2022-01-08 03:00,0,404
2022-01-08 03:15,0,494
2022-01-08 03:30,0,548
2022-01-08 03:45,0,464
2022-01-08 04:00,0,462
2022-01-08 04:15,0,399
2022-01-08 04:30,0,485
2022-01-08 04:45,0,549
2022-01-08 05:00,0,461
2022-01-08 05:15,0,491
2022-01-08 05:30,1,484
2022-01-08 05:45,6,466
2022-01-08 06:00,19,388
2022-01-08 06:15,30,453
2022-01-08 06:30,42,545
2022-01-08 06:45,71,522
2022-01-08 07:00,127,393
2022-01-08 07:15,205,2580
2022-01-08 07:30,293,2562
2022-01-08 07:45,388,665
2022-01-08 08:00,483,548
2022-01-08 08:15,576,2450
2022-01-08 08:30,456,452
2022-01-08 08:45,606,603
2022-01-08 09:00,589,1475
2022-01-08 09:15,900,1362
2022-01-08 09:30,968,1341
2022-01-08 09:45,1030,1365
2022-01-08 10:00,1087,1595
2022-01-08 10:15,1135,1396
2022-01-08 10:30,1176,1386
2022-01-08 10:45,1218,1391
2022-01-08 11:00,1220,1468
2022-01-08 11:15,1220,1412
2022-01-08 11:30,1220,1346
2022-01-08 11:45,1220,1396
2022-01-08 12:00,1220,1486
2022-01-08 12:15,1220,1426
2022-01-08 12:30,1220,1432
2022-01-08 12:45,1220,1445
2022-01-08 13:00,1220,1281
2022-01-08 13:15,1220,1286
2022-01-08 13:30,1220,1441
2022-01-08 13:45,1220,1443
2022-01-08 14:00,862,488
2022-01-08 14:15,489,485
2022-01-08 14:30,594,572
2022-01-08 14:45,578,565
2022-01-08 15:00,509,505
2022-01-08 15:15,509,515
2022-01-08 15:30,497,487
2022-01-08 15:45,586,584
2022-01-08 16:00,578,571
2022-01-08 16:15,566,561
2022-01-08 16:30,575,572
2022-01-08 16:45,575,565
2022-01-08 17:00,516,516
2022-01-08 17:15,424,514
2022-01-08 17:30,333,500
2022-01-08 17:45,88,593
2022-01-08 18:00,71,574
2022-01-08 18:15,65,564
2022-01-08 18:30,59,578
2022-01-08 18:45,52,496
2022-01-08 19:00,45,431
2022-01-08 19:15,37,515
2022-01-08 19:30,28,578
2022-01-08 19:45,17,576
2022-01-08 20:00,6,492
2022-01-08 20:15,0,619
2022-01-08 20:30,0,619
2022-01-08 20:45,0,547
2022-01-08 21:00,0,491
2022-01-08 21:15,0,546
2022-01-08 21:30,0,615
2022-01-08 21:45,0,600
2022-01-08 22:00,0,606
2022-01-08 22:15,0,520
2022-01-08 22:30,0,568
2022-01-08 22:45,0,555
2022-01-08 23:00,0,614
2022-01-08 23:15,0,524
2022-01-08 23:30,0,2485
2022-01-08 23:45,0,593
2022-01-09 00:00,0,582
2022-01-09 00:15,0,514
2022-01-09 00:30,0,440
2022-01-09 00:45,0,494
2022-01-09 01:00,0,579
2022-01-09 01:15,0,572
2022-01-09 01:30,0,574
2022-01-09 01:45,0,432
2022-01-09 02:00,0,434
2022-01-09 02:15,0,588
2022-01-09 02:30,0,565
2022-01-09 02:45,0,478
2022-01-09 03:00,0,475
2022-01-09 03:15,0,510
2022-01-09 03:30,0,498
2022-01-09 03:45,0,559
2022-01-09 04:00,0,475
2022-01-09 04:15,0,478
2022-01-09 04:30,0,567
2022-01-09 04:45,0,495
2022-01-09 05:00,0,416
2022-01-09 05:15,0,476
2022-01-09 05:30,1,462
2022-01-09 05:45,6,548
2022-01-09 06:00,19,486
2022-01-09 06:15,32,400
2022-01-09 06:30,47,468
2022-01-09 06:45,76,555
2022-01-09 07:00,125,545
2022-01-09 07:15,198,472
2022-01-09 07:30,287,414
2022-01-09 07:45,382,440
2022-01-09 08:00,492,1630
2022-01-09 08:15,557,557
2022-01-09 08:30,472,478
2022-01-09 08:45,480,411
2022-01-09 09:00,506,1489
2022-01-09 09:15,583,1398
2022-01-09 09:30,1019,1370
2022-01-09 09:45,1069,1347
2022-01-09 10:00,1130,1440
2022-01-09 10:15,1185,1436
2022-01-09 10:30,1220,1281
2022-01-09 10:45,1220,1283
2022-01-09 11:00,814,1995
2022-01-09 11:15,550,544
2022-01-09 11:30,726,1433
2022-01-09 11:45,967,1339
2022-01-09 12:00,1220,1279
2022-01-09 12:15,1216,1367
2022-01-09 12:30,1221,1433
2022-01-09 12:45,1099,1366
2022-01-09 13:00,763,1371
2022-01-09 13:15,562,1443
2022-01-09 13:30,586,1414
2022-01-09 13:45,539,1309
2022-01-09 14:00,257,440
2022-01-09 14:15,320,1388
2022-01-09 14:30,387,573
2022-01-09 14:45,416,573
2022-01-09 15:00,477,477
2022-01-09 15:15,428,444
2022-01-09 15:30,367,508
2022-01-09 15:45,110,575
2022-01-09 16:00,268,498
2022-01-09 16:15,371,496
2022-01-09 16:30,548,605
2022-01-09 16:45,484,545
2022-01-09 17:00,351,541
2022-01-09 17:15,219,623
2022-01-09 17:30,161,611
2022-01-09 17:45,163,602
2022-01-09 18:00,166,597
2022-01-09 18:15,95,522
2022-01-09 18:30,79,517
2022-01-09 18:45,56,500
2022-01-09 19:00,24,497
2022-01-09 19:15,21,591
2022-01-09 19:30,24,641
2022-01-09 19:45,16,581
2022-01-09 20:00,4,563
2022-01-09 20:15,0,539
2022-01-09 20:30,0,587
2022-01-09 20:45,0,666
2022-01-09 21:00,0,671
2022-01-09 21:15,0,591
2022-01-09 21:30,0,509
2022-01-09 21:45,0,2539
2022-01-09 22:00,0,654
2022-01-09 22:15,0,638
2022-01-09 22:30,0,547
2022-01-09 22:45,0,500
2022-01-09 23:00,0,497
2022-01-09 23:15,0,649
2022-01-09 23:30,0,628
2022-01-09 23:45,0,440
2022-01-10 00:00,0,446
2022-01-10 00:15,0,387
2022-01-10 00:30,0,471
2022-01-10 00:45,0,528
2022-01-10 01:00,0,449
2022-01-10 01:15,0,447
2022-01-10 01:30,0,478
2022-01-10 01:45,0,458
2022-01-10 02:00,0,375
2022-01-10 02:15,0,436
2022-01-10 02:30,0,434
2022-01-10 02:45,0,518
2022-01-10 03:00,0,452
2022-01-10 03:15,0,376
2022-01-10 03:30,0,437
2022-01-10 03:45,0,522
2022-01-10 04:00,0,516
2022-01-10 04:15,0,371
2022-01-10 04:30,0,372
2022-01-10 04:45,0,3259
2022-01-10 05:00,0,3440
2022-01-10 05:15,0,3428
2022-01-10 05:30,0,3380
2022-01-10 05:45,4,3268
2022-01-10 06:00,9,362
2022-01-10 06:15,22,504
2022-01-10 06:30,35,424
2022-01-10 06:45,40,421
2022-01-10 07:00,62,373
2022-01-10 07:15,65,449
2022-01-10 07:30,143,558
2022-01-10 07:45,125,414
2022-01-10 08:00,142,413
2022-01-10 08:15,135,401
2022-01-10 08:30,143,483
2022-01-10 08:45,175,468
2022-01-10 09:00,178,1417
2022-01-10 09:15,286,1443
2022-01-10 09:30,356,1423
2022-01-10 09:45,368,1402
2022-01-10 10:00,470,1393
2022-01-10 10:15,443,1407
2022-01-10 10:30,664,1496
2022-01-10 10:45,1215,1390
2022-01-10 11:00,1220,1753
2022-01-10 11:15,1220,1285
2022-01-10 11:30,1220,1424
2022-01-10 11:45,1220,1407
2022-01-10 12:00,1220,1354
2022-01-10 12:15,1220,1259
2022-01-10 12:30,1220,1353
2022-01-10 12:45,1220,1398
2022-01-10 13:00,1220,1321
2022-01-10 13:15,1220,1323
2022-01-10 13:30,1220,1402
2022-01-10 13:45,1220,1347
2022-01-10 14:00,914,477
2022-01-10 14:15,440,434
2022-01-10 14:30,440,432
2022-01-10 14:45,537,531
2022-01-10 15:00,521,513
2022-01-10 15:15,456,452
2022-01-10 15:30,376,374
2022-01-10 15:45,444,443
2022-01-10 16:00,390,525
2022-01-10 16:15,544,538
2022-01-10 16:30,461,461
2022-01-10 16:45,456,3147
2022-01-10 17:00,623,441
2022-01-10 17:15,126,605
2022-01-10 17:30,150,683
2022-01-10 17:45,197,3203
2022-01-10 18:00,108,599
2022-01-10 18:15,98,592
2022-01-10 18:30,116,584
2022-01-10 18:45,94,607
2022-01-10 19:00,65,531
2022-01-10 19:15,50,477
2022-01-10 19:30,28,559
2022-01-10 19:45,15,488
2022-01-10 20:00,4,3111
2022-01-10 20:15,0,615
2022-01-10 20:30,0,632
2022-01-10 20:45,0,542
2022-01-10 21:00,0,531
2022-01-10 21:15,0,555
2022-01-10 21:30,0,549
2022-01-10 21:45,0,591
2022-01-10 22:00,0,578
2022-01-10 22:15,0,662
2022-01-10 22:30,0,582
2022-01-10 22:45,0,512
2022-01-10 23:00,0,493
2022-01-10 23:15,0,655
2022-01-10 23:30,0,636
2022-01-10 23:45,0,564
2022-01-11 00:00,0,502
2022-01-11 00:15,0,471
2022-01-11 00:30,0,559
2022-01-11 00:45,0,444
2022-01-11 01:00,0,439
2022-01-11 01:15,0,469
2022-01-11 01:30,0,485
2022-01-11 01:45,0,445
2022-01-11 02:00,0,439
2022-01-11 02:15,0,437
2022-01-11 02:30,0,454
2022-01-11 02:45,0,374
2022-01-11 03:00,0,373
2022-01-11 03:15,0,469
2022-01-11 03:30,0,551
