 ,Production (W),Consumption (W)
2023-03-14 00:00,0,165
2023-03-14 00:15,0,159
2023-03-14 00:30,0,323
2023-03-14 00:45,0,142
2023-03-14 01:00,0,82
2023-03-14 01:15,0,166
2023-03-14 01:30,0,227
2023-03-14 01:45,0,329
2023-03-14 02:00,0,141
2023-03-14 03:00,0,0
2023-03-14 04:00,0,3147
2023-03-14 04:15,0,3016
2023-03-14 04:30,0,555
2023-03-14 04:45,0,227
2023-03-14 05:00,0,309
2023-03-14 05:15,0,165
2023-03-14 05:30,0,208
2023-03-14 05:45,0,103
2023-03-14 06:00,0,407
2023-03-14 06:15,0,218
2023-03-14 06:30,3,200
2023-03-14 06:45,9,218
2023-03-14 07:00,28,1066
2023-03-14 07:15,100,224
2023-03-14 07:30,201,417
2023-03-14 07:45,127,160
2023-03-14 08:00,425,514
2023-03-14 08:15,532,699
2023-03-14 08:30,533,530
2023-03-14 08:45,488,476
2023-03-14 09:00,594,625
2023-03-14 09:15,622,615
2023-03-14 09:30,593,592
2023-03-14 09:45,546,2133
2023-03-14 10:00,501,500
2023-03-14 10:15,10,0
2023-03-14 10:30,9,0
2023-03-14 10:45,11,0
2023-03-14 11:00,15,0
2023-03-14 11:15,13,0
2023-03-14 11:30,17,0
2023-03-14 11:45,18,0
2023-03-14 12:00,18,852
2023-03-14 12:15,699,627
2023-03-14 12:30,1181,845
2023-03-14 12:45,723,702
2023-03-14 13:00,789,671
2023-03-14 13:15,671,668
2023-03-14 13:30,647,634
2023-03-14 13:45,1225,3473
2023-03-14 14:00,1212,3433
2023-03-14 14:15,814,3428
2023-03-14 14:30,591,669
2023-03-14 14:45,816,3384
2023-03-14 15:00,550,577
2023-03-14 15:15,496,519
2023-03-14 15:30,369,516
2023-03-14 15:45,344,791
2023-03-14 16:00,451,2727
2023-03-14 16:15,375,675
2023-03-14 16:30,241,615
2023-03-14 16:45,186,555
2023-03-14 17:00,168,3260
2023-03-14 17:15,226,559
2023-03-14 17:30,129,563
2023-03-14 17:45,160,2851
2023-03-14 18:00,82,263
2023-03-14 18:15,4,0
2023-03-14 18:30,4,0
2023-03-14 18:45,3,0
2023-03-14 19:00,3,0
2023-03-14 20:00,0,432
2023-03-14 20:15,0,350
2023-03-14 20:30,0,2533
2023-03-14 20:45,0,427
2023-03-14 21:00,0,469
2023-03-14 21:15,0,438
2023-03-14 21:30,0,457
2023-03-14 21:45,0,347
2023-03-14 22:00,0,323
2023-03-14 22:15,0,236
2023-03-14 22:30,0,2238
2023-03-14 22:45,0,231
2023-03-14 23:00,0,264
2023-03-14 23:15,0,312
2023-03-14 23:30,0,188
2023-03-14 23:45,0,164
2023-03-15 00:00,0,220
2023-03-15 00:15,0,210
2023-03-15 00:30,0,155
2023-03-15 00:45,0,153
2023-03-15 01:00,0,251
2023-03-15 01:15,0,218
2023-03-15 01:30,0,143
2023-03-15 01:45,0,81
2023-03-15 02:00,0,116
2023-03-15 03:00,0,0
2023-03-15 04:00,0,3218
2023-03-15 04:15,0,3023
2023-03-15 04:30,0,463
2023-03-15 04:45,0,244
2023-03-15 05:00,0,246
2023-03-15 05:15,0,471
2023-03-15 05:30,0,240
2023-03-15 05:45,0,236
2023-03-15 06:00,0,240
2023-03-15 06:15,0,196
2023-03-15 06:30,2,474
2023-03-15 06:45,5,211
2023-03-15 07:00,23,204
2023-03-15 07:15,34,145
2023-03-15 07:30,131,66
2023-03-15 07:45,125,187
2023-03-15 08:00,283,911
2023-03-15 08:15,498,635
2023-03-15 08:30,586,609
2023-03-15 08:45,692,2495
2023-03-15 09:00,651,793
2023-03-15 09:15,655,773
2023-03-15 09:30,940,2181
2023-03-15 09:45,1008,2295
2023-03-15 10:00,614,602
2023-03-15 10:15,699,690
2023-03-15 10:30,691,689
2023-03-15 10:45,618,642
2023-03-15 11:00,820,749
2023-03-15 11:15,740,648
2023-03-15 11:30,749,680
2023-03-15 11:45,699,648
2023-03-15 12:00,711,589
2023-03-15 12:15,739,711
2023-03-15 12:30,691,750
2023-03-15 12:45,655,710
2023-03-15 13:00,570,518
2023-03-15 13:15,586,577
2023-03-15 13:30,739,731
2023-03-15 13:45,1128,3493
2023-03-15 14:00,1223,3655
2023-03-15 14:15,1223,3462
2023-03-15 14:30,1218,3461
2023-03-15 14:45,695,685
2023-03-15 15:00,723,724
2023-03-15 15:15,654,641
2023-03-15 15:30,590,588
2023-03-15 15:45,594,636
2023-03-15 16:00,634,634
2023-03-15 16:15,630,628
