 ,Production (W),Consumption (W)
2022-10-22 00:00,0,417
2022-10-22 00:15,0,321
2022-10-22 00:30,0,248
2022-10-22 00:45,0,274
2022-10-22 01:00,0,234
2022-10-22 01:15,0,237
2022-10-22 01:30,0,159
2022-10-22 01:45,0,147
2022-10-22 02:00,0,142
2022-10-22 02:15,0,377
2022-10-22 02:30,0,319
2022-10-22 02:45,0,315
2022-10-22 03:00,0,243
2022-10-22 03:15,0,3103
2022-10-22 03:30,0,3201
2022-10-22 03:45,0,3345
2022-10-22 04:00,0,3312
2022-10-22 04:15,0,3134
2022-10-22 04:30,0,112
2022-10-22 04:45,0,82
2022-10-22 05:00,0,83
2022-10-22 05:15,0,374
2022-10-22 05:30,0,389
2022-10-22 05:45,0,379
2022-10-22 06:00,10,161
2022-10-22 06:15,27,126
2022-10-22 06:30,43,69
2022-10-22 06:45,81,206
2022-10-22 07:00,195,187
2022-10-22 07:15,311,208
2022-10-22 07:30,404,391
2022-10-22 07:45,372,188
2022-10-22 08:00,213,170
2022-10-22 08:15,253,237
2022-10-22 08:30,229,173
2022-10-22 08:45,300,249
2022-10-22 09:00,450,452
2022-10-22 09:15,487,494
2022-10-22 09:30,556,544
2022-10-22 09:45,628,641
2022-10-22 10:00,608,618
2022-10-22 10:15,698,691
2022-10-22 10:30,483,488
2022-10-22 10:45,469,487
2022-10-22 11:00,636,635
2022-10-22 11:15,576,563
2022-10-22 11:30,621,642
2022-10-22 11:45,709,622
2022-10-22 12:00,545,537
2022-10-22 12:15,630,622
2022-10-22 12:30,797,786
2022-10-22 12:45,493,484
2022-10-22 13:00,646,637
2022-10-22 13:15,1223,3388
2022-10-22 13:30,803,797
2022-10-22 13:45,624,621
2022-10-22 14:00,547,549
2022-10-22 14:15,17,0
2022-10-22 14:30,16,0
2022-10-22 14:45,14,0
2022-10-22 15:00,13,0
2022-10-22 15:15,12,0
2022-10-22 15:30,9,0
2022-10-22 15:45,9,0
2022-10-22 16:00,720,933
2022-10-22 16:15,657,746
2022-10-22 16:30,563,630
2022-10-22 16:45,467,690
2022-10-22 17:00,369,3478
2022-10-22 17:15,275,3058
2022-10-22 17:30,185,202
2022-10-22 17:45,111,285
2022-10-22 18:00,65,413
2022-10-22 18:15,50,247
2022-10-22 18:30,36,181
2022-10-22 18:45,16,211
2022-10-22 19:00,9,418
2022-10-22 19:15,1,231
2022-10-22 19:30,0,395
2022-10-22 19:45,0,2069
2022-10-22 20:00,0,365
2022-10-22 20:15,0,200
2022-10-22 20:30,0,445
2022-10-22 20:45,0,333
2022-10-22 21:00,0,269
2022-10-22 21:15,0,217
2022-10-22 21:30,0,210
2022-10-22 21:45,0,478
2022-10-22 22:00,0,288
2022-10-22 23:00,0,0
2022-10-23 00:00,0,449
2022-10-23 00:15,0,282
2022-10-23 00:30,0,264
2022-10-23 00:45,0,247
2022-10-23 01:00,0,245
2022-10-23 01:15,0,168
2022-10-23 01:30,0,316
2022-10-23 01:45,0,307
2022-10-23 02:00,0,230
2022-10-23 02:15,0,224
2022-10-23 02:30,0,242
2022-10-23 02:45,0,336
2022-10-23 03:00,0,83
2022-10-23 03:15,0,3006
2022-10-23 03:30,0,3188
2022-10-23 03:45,0,3388
2022-10-23 04:00,0,150
2022-10-23 04:15,0,142
2022-10-23 04:30,0,305
2022-10-23 04:45,0,148
2022-10-23 05:00,0,231
2022-10-23 05:15,0,159
2022-10-23 05:30,1,357
2022-10-23 05:45,6,71
2022-10-23 06:00,15,71
2022-10-23 06:15,4,0
2022-10-23 06:30,4,0
2022-10-23 06:45,5,0
2022-10-23 07:00,5,0
2022-10-23 07:15,4,0
2022-10-23 07:30,4,0
2022-10-23 07:45,4,0
2022-10-23 08:00,489,514
2022-10-23 08:15,274,331
2022-10-23 08:30,285,245
2022-10-23 08:45,285,245
2022-10-23 09:00,520,566
2022-10-23 09:15,578,571
2022-10-23 09:30,553,546
2022-10-23 09:45,565,590
2022-10-23 10:00,800,739
2022-10-23 10:15,630,585
2022-10-23 10:30,557,546
2022-10-23 10:45,707,709
2022-10-23 11:00,493,484
2022-10-23 11:15,489,485
2022-10-23 11:30,607,562
2022-10-23 11:45,570,560
2022-10-23 12:00,537,539
2022-10-23 12:15,558,550
2022-10-23 12:30,553,551
2022-10-23 12:45,643,637
2022-10-23 13:00,1223,3559
2022-10-23 13:15,1223,3530
2022-10-23 13:30,1146,3539
2022-10-23 13:45,524,515
2022-10-23 14:00,626,607
2022-10-23 14:15,16,0
2022-10-23 14:30,14,0
2022-10-23 14:45,17,0
2022-10-23 15:00,15,0
2022-10-23 15:15,13,0
2022-10-23 15:30,14,0
2022-10-23 15:45,13,0
2022-10-23 16:00,12,749
2022-10-23 16:15,555,569
2022-10-23 16:30,288,607
2022-10-23 16:45,161,600
2022-10-23 17:00,124,575
2022-10-23 17:15,107,499
2022-10-23 17:30,108,218
