 ,Production (W),Consumption (W)
2021-12-25 00:00,0,507
2021-12-25 00:15,0,517
2021-12-25 00:30,0,451
2021-12-25 00:45,0,2600
2021-12-25 01:00,0,471
2021-12-25 01:15,0,502
2021-12-25 01:30,0,488
2021-12-25 01:45,0,490
2021-12-25 02:00,0,476
2021-12-25 02:15,0,472
2021-12-25 02:30,0,470
2021-12-25 02:45,0,502
2021-12-25 03:00,0,490
2021-12-25 03:15,0,555
2021-12-25 03:30,0,476
2021-12-25 03:45,0,478
2021-12-25 04:00,0,411
2021-12-25 04:15,0,408
2021-12-25 04:30,0,489
2021-12-25 04:45,0,548
2021-12-25 05:00,0,470
2021-12-25 05:15,1,409
2021-12-25 05:30,3,399
2021-12-25 05:45,9,397
2021-12-25 06:00,35,543
2021-12-25 06:15,53,523
2021-12-25 06:30,51,526
2021-12-25 06:45,114,394
2021-12-25 07:00,250,396
2021-12-25 07:15,338,462
2021-12-25 07:30,397,536
2021-12-25 07:45,537,526
2021-12-25 08:00,326,397
2021-12-25 08:15,396,394
2021-12-25 08:30,412,410
2021-12-25 08:45,565,561
2021-12-25 09:00,529,1479
2021-12-25 09:15,951,1442
2021-12-25 09:30,1017,1861
2021-12-25 09:45,1080,1315
2021-12-25 10:00,1139,1363
2021-12-25 10:15,1190,1435
2021-12-25 10:30,1220,1432
2021-12-25 10:45,1220,1372
2021-12-25 11:00,1220,1286
2021-12-25 11:15,1220,1321
2021-12-25 11:30,1219,1362
2021-12-25 11:45,1219,1450
2021-12-25 12:00,1219,1433
2021-12-25 12:15,1220,1385
2021-12-25 12:30,1220,1294
2021-12-25 12:45,1219,1350
2021-12-25 13:00,1219,1368
2021-12-25 13:15,1220,1360
2021-12-25 13:30,1220,1450
2021-12-25 13:45,1220,1415
2021-12-25 14:00,1220,483
2021-12-25 14:15,513,509
2021-12-25 14:30,581,578
2021-12-25 14:45,497,485
2021-12-25 15:00,481,474
2021-12-25 15:15,570,567
2021-12-25 15:30,497,484
2021-12-25 15:45,533,538
2021-12-25 16:00,606,598
2021-12-25 16:15,537,535
2021-12-25 16:30,537,539
2021-12-25 16:45,461,454
2021-12-25 17:00,475,1325
2021-12-25 17:15,383,1330
2021-12-25 17:30,205,508
2021-12-25 17:45,82,3227
