 ,Production (W),Consumption (W)
2023-01-24 00:00,0,461
2023-01-24 00:15,0,317
2023-01-24 00:30,0,357
2023-01-24 00:45,0,235
2023-01-24 01:00,0,261
2023-01-24 01:15,0,236
2023-01-24 01:30,0,231
2023-01-24 01:45,0,261
2023-01-24 02:00,0,150
2023-01-24 02:15,0,148
2023-01-24 02:30,0,231
2023-01-24 02:45,0,224
2023-01-24 03:00,0,219
2023-01-24 03:15,0,2970
2023-01-24 03:30,0,169
2023-01-24 03:45,0,146
2023-01-24 04:00,0,190
2023-01-24 04:15,0,187
2023-01-24 04:30,0,153
2023-01-24 04:45,0,221
2023-01-24 05:00,0,140
2023-01-24 05:15,0,138
2023-01-24 05:30,0,138
2023-01-24 05:45,2,334
2023-01-24 06:00,2,209
2023-01-24 06:15,12,142
2023-01-24 06:30,16,66
2023-01-24 06:45,22,65
2023-01-24 07:00,38,121
2023-01-24 07:15,20,216
2023-01-24 07:30,41,201
2023-01-24 07:45,39,230
2023-01-24 08:00,94,300
2023-01-24 08:15,99,540
2023-01-24 08:30,106,510
2023-01-24 08:45,90,604
2023-01-24 09:00,120,671
2023-01-24 09:15,126,550
2023-01-24 09:30,505,594
2023-01-24 09:45,484,505
2023-01-24 10:00,296,442
2023-01-24 10:15,437,460
2023-01-24 10:30,403,678
2023-01-24 10:45,584,601
2023-01-24 11:00,564,641
2023-01-24 11:15,513,515
2023-01-24 11:30,504,500
2023-01-24 11:45,458,499
2023-01-24 12:00,529,527
2023-01-24 12:15,533,531
2023-01-24 12:30,542,530
2023-01-24 12:45,517,512
2023-01-24 13:00,516,508
2023-01-24 13:15,505,503
2023-01-24 13:30,589,584
2023-01-24 13:45,584,521
2023-01-24 14:00,712,3385
2023-01-24 14:15,15,0
2023-01-24 14:30,14,0
2023-01-24 14:45,14,0
2023-01-24 15:00,16,0
2023-01-24 15:15,17,0
2023-01-24 15:30,15,0
2023-01-24 15:45,11,0
2023-01-24 16:00,999,3533
2023-01-24 16:15,598,794
2023-01-24 16:30,731,770
2023-01-24 16:45,760,751
2023-01-24 17:00,709,732
2023-01-24 17:15,275,600
2023-01-24 17:30,478,528
2023-01-24 17:45,242,246
2023-01-24 18:00,193,194
2023-01-24 18:15,158,367
2023-01-24 18:30,133,258
2023-01-24 18:45,76,298
2023-01-24 19:00,108,240
2023-01-24 19:15,63,162
2023-01-24 19:30,34,2236
2023-01-24 19:45,16,282
2023-01-24 20:00,5,294
2023-01-24 20:15,0,300
2023-01-24 20:30,0,465
2023-01-24 20:45,0,290
2023-01-24 21:00,0,229
2023-01-24 21:15,0,250
2023-01-24 21:30,0,313
2023-01-24 21:45,0,262
2023-01-24 22:00,0,317
2023-01-24 23:00,0,0
2023-01-25 00:00,0,618
2023-01-25 00:15,0,385
2023-01-25 00:30,0,494
2023-01-25 00:45,0,257
2023-01-25 01:00,0,239
2023-01-25 01:15,0,169
2023-01-25 01:30,0,342
2023-01-25 01:45,0,165
2023-01-25 02:00,0,320
2023-01-25 02:15,0,235
2023-01-25 02:30,0,231
2023-01-25 02:45,0,298
2023-01-25 03:00,0,305
2023-01-25 03:15,0,2987
2023-01-25 03:30,0,3142
2023-01-25 03:45,0,421
2023-01-25 04:00,0,233
2023-01-25 05:00,0,0
