 ,Production (W),Consumption (W)
2021-12-18 00:00,0,488
2021-12-18 00:15,0,483
2021-12-18 00:30,0,473
2021-12-18 00:45,0,471
2021-12-18 01:00,0,469
2021-12-18 01:15,0,498
2021-12-18 01:30,0,489
2021-12-18 01:45,0,487
2021-12-18 02:00,0,474
2021-12-18 02:15,0,466
2021-12-18 02:30,0,465
2021-12-18 02:45,0,497
2021-12-18 03:00,0,488
2021-12-18 03:15,0,554
2021-12-18 03:30,0,468
2021-12-18 03:45,0,469
2021-12-18 04:00,0,409
2021-12-18 04:15,0,498
2021-12-18 04:30,0,486
2021-12-18 04:45,0,543
2021-12-18 05:00,0,469
2021-12-18 05:15,1,398
2021-12-18 05:30,6,396
2021-12-18 05:45,19,399
2021-12-18 06:00,30,538
2021-12-18 06:15,42,530
2021-12-18 06:30,65,452
2021-12-18 06:45,116,389
2021-12-18 07:00,191,389
2021-12-18 07:15,283,392
2021-12-18 07:30,381,537
2021-12-18 07:45,480,531
2021-12-18 08:00,391,391
2021-12-18 08:15,392,395
2021-12-18 08:30,392,391
2021-12-18 08:45,460,445
2021-12-18 09:00,533,528
2021-12-18 09:15,534,533
2021-12-18 09:30,400,397
2021-12-18 09:45,400,396
2021-12-18 10:00,465,461
2021-12-18 10:15,464,452
2021-12-18 10:30,542,535
2021-12-18 10:45,529,529
2021-12-18 11:00,396,394
2021-12-18 11:15,396,394
2021-12-18 11:30,464,460
2021-12-18 11:45,465,457
2021-12-18 12:00,549,544
2021-12-18 12:15,548,538
2021-12-18 12:30,481,401
2021-12-18 12:45,404,398
2021-12-18 13:00,477,468
2021-12-18 13:15,465,457
2021-12-18 13:30,554,541
2021-12-18 13:45,541,542
2021-12-18 14:00,485,482
2021-12-18 14:15,408,405
2021-12-18 14:30,408,477
2021-12-18 14:45,480,470
2021-12-18 15:00,553,547
2021-12-18 15:15,554,544
2021-12-18 15:30,541,543
2021-12-18 15:45,408,406
2021-12-18 16:00,410,408
2021-12-18 16:15,475,473
2021-12-18 16:30,561,556
2021-12-18 16:45,560,550
2021-12-18 17:00,472,469
2021-12-18 17:15,383,407
2021-12-18 17:30,108,407
2021-12-18 17:45,72,408
2021-12-18 18:00,66,556
2021-12-18 18:15,61,545
2021-12-18 18:30,55,465
2021-12-18 18:45,49,476
2021-12-18 19:00,42,466
2021-12-18 19:15,33,496
2021-12-18 19:30,23,489
2021-12-18 19:45,11,554
2021-12-18 20:00,1,471
2021-12-18 20:15,0,479
2021-12-18 20:30,0,478
2021-12-18 20:45,0,508
2021-12-18 21:00,0,504
2021-12-18 21:15,0,566
2021-12-18 21:30,0,478
2021-12-18 21:45,0,478
2021-12-18 22:00,0,477
2021-12-18 22:15,0,505
2021-12-18 22:30,0,496
2021-12-18 22:45,0,488
2021-12-18 23:00,0,479
2021-12-18 23:15,0,475
2021-12-18 23:30,0,472
2021-12-18 23:45,0,494
2021-12-19 00:00,0,492
2021-12-19 00:15,0,485
2021-12-19 00:30,0,474
2021-12-19 00:45,0,467
2021-12-19 01:00,0,505
2021-12-19 01:15,0,496
2021-12-19 01:30,0,489
2021-12-19 01:45,0,475
2021-12-19 02:00,0,473
2021-12-19 02:15,0,473
2021-12-19 02:30,0,411
