 ,Production (W),Consumption (W)
2022-09-17 00:00,0,393
2022-09-17 01:00,0,0
2022-09-17 02:00,0,607
2022-09-17 02:15,0,652
2022-09-17 02:30,0,588
2022-09-17 02:45,0,435
2022-09-17 03:00,0,507
2022-09-17 03:15,0,3403
2022-09-17 03:30,0,3325
2022-09-17 03:45,0,3497
2022-09-17 04:00,0,521
2022-09-17 04:15,0,291
2022-09-17 04:30,0,525
2022-09-17 04:45,0,353
2022-09-17 05:00,0,430
2022-09-17 05:15,0,588
2022-09-17 05:30,0,286
2022-09-17 05:45,0,286
2022-09-17 06:00,0,447
2022-09-17 06:15,0,502
2022-09-17 06:30,1,425
2022-09-17 06:45,13,118
2022-09-17 07:00,67,274
2022-09-17 07:15,115,228
2022-09-17 07:30,84,310
2022-09-17 07:45,108,152
2022-09-17 08:00,110,328
2022-09-17 09:00,0,0
2022-09-17 10:00,533,720
2022-09-17 10:15,465,503
2022-09-17 10:30,386,631
2022-09-17 10:45,416,622
2022-09-17 11:00,576,411
2022-09-17 11:15,416,419
2022-09-17 11:30,387,571
2022-09-17 11:45,425,552
2022-09-17 12:00,451,519
2022-09-17 12:15,458,520
2022-09-17 12:30,368,420
2022-09-17 12:45,449,443
2022-09-17 13:00,376,499
2022-09-17 13:15,405,3664
2022-09-17 13:30,566,3627
2022-09-17 13:45,396,3522
2022-09-17 14:00,305,3630
2022-09-17 14:15,180,3345
2022-09-17 14:30,351,365
2022-09-17 14:45,384,350
2022-09-17 15:00,311,315
2022-09-17 15:15,314,279
2022-09-17 15:30,184,213
2022-09-17 15:45,190,187
2022-09-17 16:00,208,209
2022-09-17 17:00,0,0
2022-09-17 18:00,20,472
2022-09-17 18:15,11,510
2022-09-17 18:30,4,439
2022-09-17 18:45,0,287
2022-09-17 19:00,0,234
2022-09-17 19:15,0,249
2022-09-17 19:30,0,446
2022-09-17 19:45,0,433
2022-09-17 20:00,0,401
2022-09-17 20:15,0,231
2022-09-17 20:30,0,270
2022-09-17 20:45,0,239
2022-09-17 21:00,0,320
2022-09-17 21:15,0,325
2022-09-17 21:30,0,136
2022-09-17 21:45,0,155
2022-09-17 22:00,0,180
2022-09-17 22:15,0,76
2022-09-17 22:30,0,138
2022-09-17 22:45,0,135
2022-09-17 23:00,0,246
2022-09-17 23:15,0,146
2022-09-17 23:30,0,272
2022-09-17 23:45,0,238
2022-09-18 00:00,0,233
2022-09-18 01:00,0,0
2022-09-18 02:00,0,467
2022-09-18 02:15,0,433
2022-09-18 02:30,0,378
2022-09-18 02:45,0,376
2022-09-18 03:00,0,136
2022-09-18 03:15,0,3035
2022-09-18 03:30,0,3186
2022-09-18 03:45,0,3348
2022-09-18 04:00,0,3405
2022-09-18 04:15,0,3124
2022-09-18 04:30,0,182
2022-09-18 04:45,0,140
2022-09-18 05:00,0,315
2022-09-18 05:15,0,434
2022-09-18 05:30,0,155
2022-09-18 05:45,0,151
2022-09-18 06:00,0,75
2022-09-18 06:15,0,77
2022-09-18 06:30,2,282
2022-09-18 06:45,12,269
2022-09-18 07:00,26,194
2022-09-18 07:15,60,134
2022-09-18 07:30,110,61
2022-09-18 07:45,112,124
2022-09-18 08:00,260,259
2022-09-18 09:00,0,0
2022-09-18 10:00,321,386
2022-09-18 10:15,496,383
2022-09-18 10:30,244,369
2022-09-18 10:45,344,378
2022-09-18 11:00,375,207
2022-09-18 11:15,238,227
2022-09-18 11:30,222,221
2022-09-18 11:45,1225,134
2022-09-18 12:00,398,362
2022-09-18 12:15,355,184
2022-09-18 12:30,1224,2167
2022-09-18 12:45,146,162
2022-09-18 13:00,379,244
2022-09-18 13:15,986,3457
2022-09-18 13:30,1220,93
2022-09-18 13:45,258,254
2022-09-18 14:00,254,0
2022-09-18 15:00,0,0
2022-09-18 16:00,0,0
2022-09-18 17:00,0,0
2022-09-18 18:00,34,467
2022-09-18 18:15,26,345
2022-09-18 18:30,12,366
2022-09-18 18:45,4,502
2022-09-18 19:00,0,523
2022-09-18 19:15,0,478
2022-09-18 19:30,0,245
2022-09-18 19:45,0,247
2022-09-18 20:00,0,487
2022-09-18 20:15,0,422
2022-09-18 20:30,0,420
2022-09-18 20:45,0,189
2022-09-18 21:00,0,137
2022-09-18 21:15,0,84
2022-09-18 21:30,0,166
2022-09-18 21:45,0,328
2022-09-18 22:00,0,300
2022-09-18 22:15,0,137
2022-09-18 22:30,0,135
2022-09-18 22:45,0,207
2022-09-18 23:00,0,150
2022-09-18 23:15,0,76
2022-09-18 23:30,0,76
2022-09-18 23:45,0,304
2022-09-19 00:00,0,375
2022-09-19 01:00,0,0
2022-09-19 02:00,0,386
2022-09-19 02:15,0,379
2022-09-19 02:30,0,384
2022-09-19 02:45,0,382
2022-09-19 03:00,0,138
2022-09-19 03:15,0,3137
2022-09-19 03:30,0,3053
2022-09-19 03:45,0,3331
2022-09-19 04:00,0,3358
2022-09-19 04:15,0,154
2022-09-19 04:30,0,141
2022-09-19 04:45,0,135
2022-09-19 05:00,0,302
2022-09-19 05:15,0,239
2022-09-19 05:30,0,313
2022-09-19 05:45,0,151
2022-09-19 06:00,0,227
2022-09-19 06:15,0,139
2022-09-19 06:30,2,122
2022-09-19 06:45,14,256
2022-09-19 07:00,30,305
2022-09-19 07:15,41,326
2022-09-19 07:30,72,315
2022-09-19 07:45,81,122
2022-09-19 08:00,107,143
2022-09-19 09:00,0,0
2022-09-19 10:00,424,423
2022-09-19 10:15,1220,4227
2022-09-19 10:30,1222,2386
2022-09-19 10:45,279,427
2022-09-19 11:00,347,351
2022-09-19 11:15,1220,2495
2022-09-19 11:30,397,299
2022-09-19 11:45,214,213
2022-09-19 12:00,303,203
2022-09-19 12:15,432,2386
2022-09-19 12:30,238,220
2022-09-19 12:45,402,378
2022-09-19 13:00,376,508
2022-09-19 13:15,1220,3545
2022-09-19 13:30,1220,3186
2022-09-19 13:45,1220,3086
2022-09-19 14:00,1220,3064
2022-09-19 14:15,145,147
2022-09-19 14:30,302,448
2022-09-19 14:45,289,288
2022-09-19 15:00,210,215
2022-09-19 15:15,160,153
2022-09-19 15:30,145,154
2022-09-19 15:45,250,242
2022-09-19 16:00,234,226
2022-09-19 17:00,0,0
2022-09-19 18:00,0,0
2022-09-19 18:15,35,520
2022-09-19 18:30,13,523
2022-09-19 18:45,5,334
2022-09-19 19:00,0,325
2022-09-19 19:15,0,306
2022-09-19 19:30,0,393
2022-09-19 19:45,0,397
2022-09-19 20:00,0,483
2022-09-19 20:15,0,405
2022-09-19 20:30,0,248
2022-09-19 20:45,0,216
2022-09-19 21:00,0,291
2022-09-19 21:15,0,341
2022-09-19 21:30,0,243
2022-09-19 21:45,0,168
2022-09-19 22:00,0,135
2022-09-19 23:00,0,0
2022-09-20 00:00,0,0
2022-09-20 01:00,0,0
2022-09-20 02:00,0,395
2022-09-20 02:15,0,381
2022-09-20 02:30,0,388
2022-09-20 02:45,0,229
2022-09-20 03:00,0,228
2022-09-20 03:15,0,3089
2022-09-20 03:30,0,3213
2022-09-20 03:45,0,3299
2022-09-20 04:00,0,3393
2022-09-20 04:15,0,211
2022-09-20 04:30,0,148
2022-09-20 04:45,0,78
2022-09-20 05:00,0,240
2022-09-20 05:15,0,78
2022-09-20 05:30,0,217
2022-09-20 05:45,0,213
2022-09-20 06:00,0,300
2022-09-20 06:15,0,73
2022-09-20 06:30,5,62
2022-09-20 06:45,18,64
2022-09-20 07:00,42,325
2022-09-20 07:15,72,361
2022-09-20 07:30,179,410
2022-09-20 07:45,141,177
2022-09-20 08:00,114,133
2022-09-20 09:00,0,0
2022-09-20 10:00,0,0
2022-09-20 10:15,444,435
2022-09-20 10:30,424,414
2022-09-20 10:45,416,410
2022-09-20 11:00,412,414
2022-09-20 11:15,254,248
2022-09-20 11:30,185,180
2022-09-20 11:45,1225,1944
2022-09-20 12:00,462,197
2022-09-20 12:15,363,349
