 ,Production (W),Consumption (W)
2022-04-30 00:00,0,804
2022-04-30 00:15,0,514
2022-04-30 00:30,0,425
2022-04-30 00:45,0,434
2022-04-30 01:00,0,363
2022-04-30 01:15,0,365
2022-04-30 01:30,0,506
2022-04-30 01:45,0,422
2022-04-30 02:00,0,402
2022-04-30 02:15,0,3359
2022-04-30 02:30,0,3441
2022-04-30 02:45,0,3241
2022-04-30 03:00,0,3323
2022-04-30 03:15,0,3373
2022-04-30 03:30,0,435
2022-04-30 03:45,0,428
2022-04-30 04:00,0,450
2022-04-30 04:15,0,368
2022-04-30 04:30,0,473
2022-04-30 04:45,0,431
2022-04-30 05:00,0,366
2022-04-30 05:15,0,447
2022-04-30 05:30,0,485
2022-04-30 05:45,0,419
2022-04-30 06:00,0,356
2022-04-30 06:15,0,389
2022-04-30 06:30,0,514
2022-04-30 06:45,0,478
2022-04-30 07:00,0,411
2022-04-30 07:15,0,345
2022-04-30 07:30,0,410
2022-04-30 07:45,0,444
2022-04-30 08:00,0,559
2022-04-30 08:15,0,841
2022-04-30 08:30,0,385
2022-04-30 08:45,0,437
2022-04-30 09:00,0,437
2022-04-30 09:15,0,561
2022-04-30 09:30,0,461
2022-04-30 09:45,0,382
2022-04-30 10:00,0,3320
2022-04-30 10:15,0,3317
2022-04-30 10:30,0,432
2022-04-30 10:45,0,418
2022-04-30 11:00,0,404
2022-04-30 11:15,0,472
2022-04-30 11:30,0,374
2022-04-30 11:45,0,373
2022-04-30 12:00,0,550
2022-04-30 12:15,0,552
2022-04-30 12:30,0,403
2022-04-30 12:45,0,389
2022-04-30 13:00,0,647
2022-04-30 13:15,0,508
2022-04-30 13:30,0,344
2022-04-30 13:45,0,347
2022-04-30 14:00,0,407
2022-04-30 14:15,0,493
2022-04-30 14:30,0,344
2022-04-30 14:45,0,345
2022-04-30 15:00,0,390
2022-04-30 15:15,0,3400
2022-04-30 15:30,0,487
2022-04-30 15:45,0,344
2022-04-30 16:00,0,340
2022-04-30 16:15,0,469
2022-04-30 16:30,0,529
2022-04-30 16:45,0,484
2022-04-30 17:00,0,386
2022-04-30 17:15,0,459
2022-04-30 17:30,0,2677
2022-04-30 17:45,0,3002
2022-04-30 18:00,0,3113
2022-04-30 18:15,0,496
2022-04-30 18:30,0,485
2022-04-30 18:45,0,479
2022-04-30 19:00,0,395
2022-04-30 19:15,0,406
2022-04-30 19:30,0,476
2022-04-30 19:45,0,592
2022-04-30 20:00,0,434
2022-04-30 20:15,0,465
2022-04-30 20:30,0,462
2022-04-30 20:45,0,574
2022-04-30 21:00,0,441
2022-04-30 21:15,0,402
2022-04-30 21:30,0,501
2022-04-30 21:45,0,469
2022-04-30 22:00,0,484
2022-04-30 22:15,0,404
2022-04-30 22:30,0,469
2022-04-30 22:45,0,523
2022-04-30 23:00,0,484
2022-04-30 23:15,0,446
2022-04-30 23:30,0,369
2022-04-30 23:45,0,427
2022-05-01 00:00,0,372
2022-05-01 00:15,0,493
2022-05-01 00:30,0,446
2022-05-01 00:45,0,839
2022-05-01 01:00,0,771
2022-05-01 01:15,0,838
2022-05-01 01:30,0,765
2022-05-01 01:45,0,906
2022-05-01 02:00,0,831
2022-05-01 02:15,0,770
2022-05-01 02:30,0,370
2022-05-01 02:45,0,434
2022-05-01 03:00,0,519
2022-05-01 03:15,0,481
2022-05-01 03:30,0,375
2022-05-01 03:45,0,375
2022-05-01 04:00,0,437
2022-05-01 04:15,0,3428
2022-05-01 04:30,0,3530
2022-05-01 04:45,0,3265
2022-05-01 05:00,0,421
2022-05-01 05:15,0,420
2022-05-01 05:30,0,393
2022-05-01 05:45,0,475
2022-05-01 06:00,0,493
2022-05-01 06:15,0,446
2022-05-01 06:30,0,388
2022-05-01 06:45,0,357
2022-05-01 07:00,0,481
2022-05-01 07:15,0,490
2022-05-01 07:30,0,350
2022-05-01 07:45,0,415
2022-05-01 08:00,0,451
2022-05-01 08:15,0,484
2022-05-01 08:30,0,484
2022-05-01 08:45,0,538
2022-05-01 09:00,0,392
2022-05-01 09:15,0,481
2022-05-01 09:30,0,416
2022-05-01 09:45,0,383
2022-05-01 10:00,0,436
2022-05-01 10:15,0,413
2022-05-01 10:30,0,442
2022-05-01 10:45,0,348
2022-05-01 11:00,0,383
2022-05-01 11:15,0,499
2022-05-01 11:30,0,490
2022-05-01 11:45,0,384
2022-05-01 12:00,0,348
2022-05-01 12:15,0,414
2022-05-01 12:30,0,538
2022-05-01 12:45,0,491
2022-05-01 13:00,0,375
2022-05-01 13:15,0,432
2022-05-01 13:30,0,431
2022-05-01 13:45,0,486
