 ,Production (W),Consumption (W)
2022-06-11 00:00,0,366
2022-06-11 00:15,0,367
2022-06-11 00:30,0,510
2022-06-11 00:45,0,501
2022-06-11 01:00,0,368
2022-06-11 01:15,0,368
2022-06-11 01:30,0,520
2022-06-11 01:45,0,503
2022-06-11 02:00,0,366
2022-06-11 02:15,0,367
2022-06-11 02:30,0,465
2022-06-11 02:45,0,506
2022-06-11 03:00,0,464
2022-06-11 03:15,0,367
2022-06-11 03:30,0,369
2022-06-11 03:45,0,520
2022-06-11 04:00,0,446
2022-06-11 04:15,0,3288
2022-06-11 04:30,0,3355
2022-06-11 04:45,0,3410
2022-06-11 05:00,0,516
2022-06-11 05:15,0,438
2022-06-11 05:30,0,362
2022-06-11 05:45,0,445
2022-06-11 06:00,0,421
2022-06-11 06:15,0,446
2022-06-11 06:30,0,433
2022-06-11 06:45,0,364
2022-06-11 07:00,0,421
2022-06-11 07:15,0,395
2022-06-11 07:30,4,434
2022-06-11 07:45,10,425
2022-06-11 08:00,42,413
2022-06-11 08:15,102,475
2022-06-11 08:30,244,392
2022-06-11 08:45,416,461
2022-06-11 09:00,467,499
2022-06-11 09:15,449,424
2022-06-11 09:30,352,361
2022-06-11 09:45,355,358
2022-06-11 10:00,297,514
2022-06-11 10:15,303,536
2022-06-11 10:30,271,442
2022-06-11 10:45,315,438
2022-06-11 11:00,403,403
2022-06-11 11:15,414,2525
2022-06-11 11:30,494,406
2022-06-11 11:45,351,348
2022-06-11 12:00,343,344
2022-06-11 12:15,525,497
2022-06-11 12:30,424,427
2022-06-11 12:45,398,390
2022-06-11 13:00,549,811
2022-06-11 13:15,490,518
2022-06-11 13:30,425,424
2022-06-11 13:45,368,363
2022-06-11 14:00,364,360
2022-06-11 14:15,513,3400
2022-06-11 14:30,449,513
2022-06-11 14:45,400,424
2022-06-11 15:00,367,363
2022-06-11 15:15,491,460
2022-06-11 15:30,354,532
2022-06-11 15:45,269,415
2022-06-11 16:00,242,352
2022-06-11 16:15,169,443
2022-06-11 16:30,140,464
2022-06-11 16:45,69,506
2022-06-11 17:00,69,457
2022-06-11 17:15,31,429
2022-06-11 17:30,15,495
2022-06-11 17:45,4,474
2022-06-11 18:00,1,462
2022-06-11 18:15,0,444
2022-06-11 18:30,0,561
2022-06-11 18:45,0,580
2022-06-11 19:00,0,499
2022-06-11 19:15,0,468
2022-06-11 19:30,0,434
2022-06-11 19:45,0,3436
2022-06-11 20:00,0,3504
2022-06-11 20:15,0,3334
2022-06-11 20:30,0,405
2022-06-11 20:45,0,488
2022-06-11 21:00,0,523
2022-06-11 21:15,0,485
2022-06-11 21:30,0,372
2022-06-11 21:45,0,455
2022-06-11 22:00,0,373
2022-06-11 22:15,0,431
2022-06-11 22:30,0,430
2022-06-11 22:45,0,446
2022-06-11 23:00,0,442
2022-06-11 23:15,0,457
2022-06-11 23:30,0,419
2022-06-11 23:45,0,450
2022-06-12 00:00,0,443
2022-06-12 00:15,0,426
2022-06-12 00:30,0,419
2022-06-12 00:45,0,361
2022-06-12 01:00,0,446
2022-06-12 01:15,0,441
2022-06-12 01:30,0,422
2022-06-12 01:45,0,420
2022-06-12 02:00,0,365
2022-06-12 02:15,0,445
2022-06-12 02:30,0,504
2022-06-12 02:45,0,421
2022-06-12 03:00,0,363
2022-06-12 03:15,0,451
2022-06-12 03:30,0,516
2022-06-12 03:45,0,426
2022-06-12 04:00,0,363
2022-06-12 04:15,0,3330
2022-06-12 04:30,0,3418
2022-06-12 04:45,0,3429
2022-06-12 05:00,0,3539
2022-06-12 05:15,0,365
2022-06-12 05:30,0,363
2022-06-12 05:45,0,425
2022-06-12 06:00,0,541
2022-06-12 06:15,0,441
2022-06-12 06:30,0,361
2022-06-12 06:45,0,361
2022-06-12 07:00,0,422
2022-06-12 07:15,0,483
2022-06-12 07:30,1,439
2022-06-12 07:45,7,359
2022-06-12 08:00,20,450
2022-06-12 08:15,23,479
2022-06-12 08:30,70,462
2022-06-12 08:45,104,2307
2022-06-12 09:00,136,466
2022-06-12 09:15,143,429
2022-06-12 09:30,166,405
2022-06-12 09:45,263,683
2022-06-12 10:00,240,496
2022-06-12 10:15,476,479
2022-06-12 10:30,472,410
2022-06-12 10:45,498,493
2022-06-12 11:00,327,456
2022-06-12 11:15,337,451
2022-06-12 11:30,366,447
2022-06-12 11:45,308,358
2022-06-12 12:00,418,469
2022-06-12 12:15,578,944
2022-06-12 12:30,420,407
2022-06-12 12:45,355,353
2022-06-12 13:00,367,383
2022-06-12 13:15,448,433
2022-06-12 13:30,521,535
2022-06-12 13:45,489,497
2022-06-12 14:00,389,384
2022-06-12 14:15,1009,3359
2022-06-12 14:30,271,3391
2022-06-12 14:45,279,3407
2022-06-12 15:00,257,3466
2022-06-12 15:15,227,3562
2022-06-12 15:30,167,558
2022-06-12 15:45,135,2627
2022-06-12 16:00,94,392
2022-06-12 16:15,110,390
2022-06-12 16:30,52,393
2022-06-12 16:45,43,557
2022-06-12 17:00,18,552
2022-06-12 17:15,9,360
2022-06-12 17:30,0,399
2022-06-12 17:45,0,551
2022-06-12 18:00,0,544
2022-06-12 18:15,0,401
2022-06-12 18:30,0,437
2022-06-12 18:45,0,592
2022-06-12 19:00,0,604
2022-06-12 19:15,0,423
