 ,Production (W),Consumption (W)
2021-04-24 00:00,0,338
2021-04-24 00:15,0,332
2021-04-24 00:30,0,350
2021-04-24 00:45,0,343
2021-04-24 01:00,0,331
2021-04-24 01:15,0,162
2021-04-24 01:30,0,158
2021-04-24 01:45,0,182
2021-04-24 02:00,0,179
2021-04-24 02:15,0,159
2021-04-24 02:30,0,155
2021-04-24 02:45,0,99
2021-04-24 03:00,0,184
2021-04-24 03:15,0,231
2021-04-24 03:30,0,159
2021-04-24 03:45,0,99
2021-04-24 04:00,0,99
2021-04-24 04:15,0,240
2021-04-24 04:30,0,296
2021-04-24 04:45,0,262
2021-04-24 05:00,0,267
2021-04-24 05:15,0,3411
2021-04-24 05:30,0,408
2021-04-24 05:45,0,343
2021-04-24 06:00,0,264
2021-04-24 06:15,0,321
2021-04-24 06:30,0,259
2021-04-24 06:45,0,351
2021-04-24 07:00,1,342
2021-04-24 07:15,10,312
2021-04-24 07:30,36,309
2021-04-24 07:45,80,245
2021-04-24 08:00,132,245
2021-04-24 08:15,401,401
2021-04-24 08:30,392,389
2021-04-24 08:45,247,245
2021-04-24 09:00,246,243
2021-04-24 09:15,314,306
2021-04-24 09:30,412,411
2021-04-24 09:45,291,302
2021-04-24 10:00,272,278
2021-04-24 10:15,351,336
2021-04-24 10:30,1134,1282
2021-04-24 10:45,1034,1292
2021-04-24 11:00,1219,1264
2021-04-24 11:15,1219,1250
2021-04-24 11:30,1220,3386
2021-04-24 11:45,1156,1168
2021-04-24 12:00,1220,1257
2021-04-24 12:15,1220,1227
2021-04-24 12:30,1216,1219
2021-04-24 12:45,1152,1154
2021-04-24 13:00,1160,1152
2021-04-24 13:15,1200,1373
2021-04-24 13:30,1220,1303
2021-04-24 13:45,1220,1228
2021-04-24 14:00,1216,3295
2021-04-24 14:15,1165,1366
2021-04-24 14:30,412,367
2021-04-24 14:45,436,336
2021-04-24 15:00,344,344
2021-04-24 15:15,384,410
2021-04-24 15:30,315,486
2021-04-24 15:45,314,312
2021-04-24 16:00,343,346
2021-04-24 16:15,247,3204
2021-04-24 16:30,380,384
2021-04-24 16:45,291,2427
2021-04-24 17:00,140,2437
2021-04-24 17:15,128,485
2021-04-24 17:30,83,531
2021-04-24 17:45,48,464
2021-04-24 18:00,17,427
2021-04-24 18:15,1,381
2021-04-24 18:30,0,367
2021-04-24 18:45,0,378
2021-04-24 19:00,0,310
2021-04-24 19:15,0,389
2021-04-24 19:30,0,349
2021-04-24 19:45,0,365
2021-04-24 20:00,0,407
2021-04-24 20:15,0,403
2021-04-24 20:30,0,324
2021-04-24 20:45,0,370
2021-04-24 21:00,0,425
2021-04-24 21:15,0,366
2021-04-24 21:30,0,291
2021-04-24 21:45,0,356
2021-04-24 22:00,0,434
2021-04-24 22:15,0,371
2021-04-24 22:30,0,321
2021-04-24 22:45,0,343
2021-04-24 23:00,0,420
2021-04-24 23:15,0,357
2021-04-24 23:30,0,281
2021-04-24 23:45,0,344
2021-04-25 00:00,0,330
2021-04-25 00:15,0,351
2021-04-25 00:30,0,266
2021-04-25 00:45,0,327
2021-04-25 01:00,0,321
2021-04-25 01:15,0,346
2021-04-25 01:30,0,341
2021-04-25 01:45,0,322
2021-04-25 02:00,0,318
2021-04-25 02:15,0,262
2021-04-25 02:30,0,343
2021-04-25 02:45,0,324
2021-04-25 03:00,0,322
2021-04-25 03:15,0,262
2021-04-25 03:30,0,353
2021-04-25 03:45,0,412
2021-04-25 04:00,0,325
2021-04-25 04:15,0,265
2021-04-25 04:30,0,255
2021-04-25 04:45,0,696
2021-04-25 05:00,0,393
2021-04-25 05:15,0,3251
2021-04-25 05:30,0,254
2021-04-25 05:45,0,265
2021-04-25 06:00,0,416
2021-04-25 06:15,0,349
2021-04-25 06:30,0,263
2021-04-25 06:45,0,262
2021-04-25 07:00,0,322
2021-04-25 07:15,2,346
2021-04-25 07:30,8,334
2021-04-25 07:45,25,259
2021-04-25 08:00,39,313
2021-04-25 08:15,86,258
2021-04-25 08:30,185,336
2021-04-25 08:45,332,322
2021-04-25 09:00,250,310
2021-04-25 09:15,272,3224
2021-04-25 09:30,250,249
2021-04-25 09:45,336,327
2021-04-25 10:00,310,310
2021-04-25 10:15,311,303
2021-04-25 10:30,622,1222
2021-04-25 10:45,849,1273
2021-04-25 11:00,533,1205
2021-04-25 11:15,362,1199
2021-04-25 11:30,801,1152
2021-04-25 11:45,1111,1239
2021-04-25 12:00,689,1294
2021-04-25 12:15,637,1224
2021-04-25 12:30,427,1151
2021-04-25 12:45,374,1154
2021-04-25 13:00,353,1297
2021-04-25 13:15,422,1307
