 ,Production (W),Consumption (W)
2021-06-12 00:00,0,440
2021-06-12 00:15,0,355
2021-06-12 00:30,0,843
2021-06-12 00:45,0,850
2021-06-12 01:00,0,700
2021-06-12 01:15,0,707
2021-06-12 01:30,0,788
2021-06-12 01:45,0,833
2021-06-12 02:00,0,748
2021-06-12 02:15,0,684
2021-06-12 02:30,0,292
2021-06-12 02:45,0,441
2021-06-12 03:00,0,423
2021-06-12 03:15,0,292
2021-06-12 03:30,0,291
2021-06-12 03:45,0,356
2021-06-12 04:00,0,348
2021-06-12 04:15,0,370
2021-06-12 04:30,0,364
2021-06-12 04:45,0,357
2021-06-12 05:00,0,351
2021-06-12 05:15,0,3374
2021-06-12 05:30,0,3392
2021-06-12 05:45,0,3437
2021-06-12 06:00,0,3235
2021-06-12 06:15,0,285
2021-06-12 06:30,0,284
2021-06-12 06:45,0,341
2021-06-12 07:00,0,366
2021-06-12 07:15,0,2283
2021-06-12 07:30,0,296
2021-06-12 07:45,2,469
2021-06-12 08:00,14,427
2021-06-12 08:15,22,434
2021-06-12 08:30,63,504
2021-06-12 08:45,164,1603
2021-06-12 09:00,328,443
2021-06-12 09:15,290,293
2021-06-12 09:30,525,525
2021-06-12 09:45,477,466
2021-06-12 10:00,326,311
2021-06-12 10:15,316,315
2021-06-12 10:30,302,467
2021-06-12 10:45,440,448
2021-06-12 11:00,380,378
2021-06-12 11:15,1120,2430
2021-06-12 11:30,1147,342
2021-06-12 11:45,420,416
2021-06-12 12:00,1166,1293
2021-06-12 12:15,1176,1201
2021-06-12 12:30,1181,1253
2021-06-12 12:45,1174,1315
2021-06-12 13:00,1163,1247
2021-06-12 13:15,1128,1157
2021-06-12 13:30,1090,1221
2021-06-12 13:45,1064,1293
2021-06-12 14:00,1044,1155
2021-06-12 14:15,1013,1201
2021-06-12 14:30,392,375
2021-06-12 14:45,450,444
2021-06-12 15:00,858,3139
2021-06-12 15:15,301,265
2021-06-12 15:30,327,324
2021-06-12 15:45,440,433
2021-06-12 16:00,372,302
2021-06-12 16:15,484,3302
2021-06-12 16:30,392,3096
2021-06-12 16:45,281,3369
2021-06-12 17:00,45,3289
2021-06-12 17:15,29,351
2021-06-12 17:30,17,411
2021-06-12 17:45,6,471
2021-06-12 18:00,0,335
2021-06-12 18:15,0,426
2021-06-12 18:30,0,871
2021-06-12 18:45,0,806
2021-06-12 19:00,0,755
2021-06-12 19:15,0,3710
2021-06-12 19:30,0,866
2021-06-12 19:45,0,729
2021-06-12 20:00,0,725
2021-06-12 20:15,0,770
2021-06-12 20:30,0,896
2021-06-12 20:45,0,831
2021-06-12 21:00,0,732
2021-06-12 21:15,0,843
2021-06-12 21:30,0,957
2021-06-12 21:45,0,479
2021-06-12 22:00,0,408
2021-06-12 22:15,0,404
2021-06-12 22:30,0,471
2021-06-12 22:45,0,474
2021-06-12 23:00,0,401
2021-06-12 23:15,0,473
2021-06-12 23:30,0,434
2021-06-12 23:45,0,463
2021-06-13 00:00,0,369
2021-06-13 00:15,0,360
2021-06-13 00:30,0,744
2021-06-13 00:45,0,698
2021-06-13 01:00,0,771
2021-06-13 01:15,0,837
2021-06-13 01:30,0,754
2021-06-13 01:45,0,688
2021-06-13 02:00,0,702
2021-06-13 02:15,0,767
2021-06-13 02:30,0,432
2021-06-13 02:45,0,361
2021-06-13 03:00,0,290
2021-06-13 03:15,0,354
2021-06-13 03:30,0,349
2021-06-13 03:45,0,365
2021-06-13 04:00,0,357
2021-06-13 04:15,0,339
2021-06-13 04:30,0,339
2021-06-13 04:45,0,281
2021-06-13 05:00,0,282
2021-06-13 05:15,0,3446
2021-06-13 05:30,0,3412
2021-06-13 05:45,0,3290
2021-06-13 06:00,0,3287
2021-06-13 06:15,0,351
2021-06-13 06:30,0,290
2021-06-13 06:45,0,371
2021-06-13 07:00,0,361
2021-06-13 07:15,0,345
2021-06-13 07:30,0,300
2021-06-13 07:45,1,315
2021-06-13 08:00,4,746
2021-06-13 08:15,15,448
2021-06-13 08:30,21,344
2021-06-13 08:45,16,565
2021-06-13 09:00,26,347
2021-06-13 09:15,79,474
2021-06-13 09:30,118,475
2021-06-13 09:45,227,443
2021-06-13 10:00,140,639
2021-06-13 10:15,202,642
2021-06-13 10:30,371,374
2021-06-13 10:45,374,365
2021-06-13 11:00,466,581
2021-06-13 11:15,566,678
2021-06-13 11:30,481,475
2021-06-13 11:45,625,614
2021-06-13 12:00,790,3322
2021-06-13 12:15,553,1619
2021-06-13 12:30,1220,1254
2021-06-13 12:45,1179,1171
2021-06-13 13:00,1216,1246
2021-06-13 13:15,1218,1235
2021-06-13 13:30,1181,1182
2021-06-13 13:45,1138,1248
2021-06-13 14:00,1130,1229
2021-06-13 14:15,992,1239
2021-06-13 14:30,274,275
2021-06-13 14:45,278,278
2021-06-13 15:00,452,446
2021-06-13 15:15,356,640
2021-06-13 15:30,307,307
2021-06-13 15:45,307,304
2021-06-13 16:00,270,364
2021-06-13 16:15,265,3292
2021-06-13 16:30,399,3255
2021-06-13 16:45,107,3374
2021-06-13 17:00,46,3428
2021-06-13 17:15,32,365
2021-06-13 17:30,18,443
2021-06-13 17:45,6,408
2021-06-13 18:00,0,824
2021-06-13 18:15,0,1146
2021-06-13 18:30,0,1226
2021-06-13 18:45,0,1240
2021-06-13 19:00,0,1176
2021-06-13 19:15,0,1100
2021-06-13 19:30,0,1093
2021-06-13 19:45,0,1225
2021-06-13 20:00,0,1146
2021-06-13 20:15,0,355
2021-06-13 20:30,0,3016
2021-06-13 20:45,0,3104
