 ,Production (W),Consumption (W)
2021-10-16 00:00,0,516
2021-10-16 00:15,0,520
2021-10-16 00:30,0,367
2021-10-16 00:45,0,362
2021-10-16 01:00,0,370
2021-10-16 01:15,0,434
2021-10-16 01:30,0,509
2021-10-16 01:45,0,447
2021-10-16 02:00,0,368
2021-10-16 02:15,0,368
2021-10-16 02:30,0,429
2021-10-16 02:45,0,427
2021-10-16 03:00,0,445
2021-10-16 03:15,0,442
2021-10-16 03:30,0,368
2021-10-16 03:45,0,429
2021-10-16 04:00,0,428
2021-10-16 04:15,0,367
2021-10-16 04:30,0,447
2021-10-16 04:45,0,446
2021-10-16 05:00,0,433
2021-10-16 05:15,0,3492
2021-10-16 05:30,0,3337
2021-10-16 05:45,3,3437
2021-10-16 06:00,5,3383
2021-10-16 06:15,16,493
2021-10-16 06:30,55,345
2021-10-16 06:45,92,341
2021-10-16 07:00,100,340
2021-10-16 07:15,54,1188
2021-10-16 07:30,424,493
2021-10-16 07:45,489,484
2021-10-16 08:00,186,350
2021-10-16 08:15,333,351
2021-10-16 08:30,342,341
2021-10-16 08:45,146,405
2021-10-16 09:00,267,418
2021-10-16 09:15,136,413
2021-10-16 09:30,284,341
2021-10-16 09:45,262,503
2021-10-16 10:00,176,507
2021-10-16 10:15,335,511
2021-10-16 10:30,484,486
2021-10-16 10:45,394,490
2021-10-16 11:00,323,320
2021-10-16 11:15,442,454
2021-10-16 11:30,246,393
2021-10-16 11:45,408,402
2021-10-16 12:00,456,452
2021-10-16 12:15,476,479
2021-10-16 12:30,404,400
2021-10-16 12:45,346,343
2021-10-16 13:00,376,431
2021-10-16 13:15,343,343
2021-10-16 13:30,408,401
2021-10-16 13:45,436,435
2021-10-16 14:00,456,451
2021-10-16 14:15,439,448
2021-10-16 14:30,376,374
2021-10-16 14:45,440,432
2021-10-16 15:00,517,451
2021-10-16 15:15,1157,3384
2021-10-16 15:30,301,3437
2021-10-16 15:45,567,3389
2021-10-16 16:00,186,3496
2021-10-16 16:15,243,650
2021-10-16 16:30,276,640
2021-10-16 16:45,210,3438
2021-10-16 17:00,186,469
2021-10-16 17:15,124,546
2021-10-16 17:30,132,482
2021-10-16 17:45,133,405
2021-10-16 18:00,74,406
2021-10-16 18:15,49,554
2021-10-16 18:30,33,543
2021-10-16 18:45,18,389
2021-10-16 19:00,6,2524
2021-10-16 19:15,0,448
2021-10-16 19:30,0,570
2021-10-16 19:45,0,541
2021-10-16 20:00,0,408
2021-10-16 20:15,0,395
2021-10-16 20:30,0,540
2021-10-16 20:45,0,594
2021-10-16 21:00,0,951
2021-10-16 21:15,0,467
2021-10-16 21:30,0,465
2021-10-16 21:45,0,444
2021-10-16 22:00,0,565
2021-10-16 22:15,0,451
2021-10-16 22:30,0,380
2021-10-16 22:45,0,379
2021-10-16 23:00,0,445
2021-10-16 23:15,0,445
2021-10-16 23:30,0,465
2021-10-16 23:45,0,458
2021-10-17 00:00,0,385
2021-10-17 00:15,0,452
2021-10-17 00:30,0,437
2021-10-17 00:45,0,377
2021-10-17 01:00,0,455
2021-10-17 01:15,0,451
2021-10-17 01:30,0,438
2021-10-17 01:45,0,421
2021-10-17 02:00,0,364
2021-10-17 02:15,0,367
2021-10-17 02:30,0,449
2021-10-17 02:45,0,506
2021-10-17 03:00,0,426
2021-10-17 03:15,0,367
2021-10-17 03:30,0,367
2021-10-17 03:45,0,434
2021-10-17 04:00,0,430
2021-10-17 04:15,0,501
2021-10-17 04:30,0,444
2021-10-17 04:45,0,356
2021-10-17 05:00,0,356
2021-10-17 05:15,0,3391
2021-10-17 05:30,0,3300
2021-10-17 05:45,0,3366
2021-10-17 06:00,4,3310
2021-10-17 06:15,17,481
2021-10-17 06:30,49,433
2021-10-17 06:45,27,343
2021-10-17 07:00,90,378
2021-10-17 07:15,205,369
2021-10-17 07:30,435,495
2021-10-17 07:45,248,481
2021-10-17 08:00,183,424
2021-10-17 08:15,235,399
2021-10-17 08:30,123,401
2021-10-17 08:45,474,466
2021-10-17 09:00,459,449
2021-10-17 09:15,424,463
2021-10-17 09:30,457,447
2021-10-17 09:45,372,372
2021-10-17 10:00,436,431
2021-10-17 10:15,449,440
2021-10-17 10:30,388,385
2021-10-17 10:45,255,411
2021-10-17 11:00,488,477
2021-10-17 11:15,537,533
2021-10-17 11:30,354,473
2021-10-17 11:45,400,397
2021-10-17 12:00,400,391
2021-10-17 12:15,459,454
2021-10-17 12:30,187,543
2021-10-17 12:45,422,478
2021-10-17 13:00,476,470
2021-10-17 13:15,396,393
2021-10-17 13:30,253,462
